41 0.20
582 0.20
1123 0.23
1664 0.22
2204 0.23
2745 0.21
3286 0.21
3826 0.22
4367 0.22
4908 0.20
5448 0.21
5989 0.22
6530 0.22
7070 0.20
7611 0.21
8152 0.22
8692 0.21
9233 0.20
9774 0.20
10314 0.22
10855 0.22
11396 0.19
11936 0.23
12477 0.20
13018 0.23
13558 0.22
14099 0.23
14640 0.21
15180 0.22
15721 0.22
16262 0.20
16802 0.22
17343 0.19
17884 0.20
18424 0.21
18965 0.21
19506 0.20
20046 0.21
20587 0.19
21128 0.19
21668 0.21
22209 0.21
22750 0.21
23290 0.19
23831 0.22
24372 0.21
24912 0.21
25453 0.22
25994 0.23
26534 0.21
27075 0.22
27616 0.21
28156 0.21
28697 0.22
29238 0.22
29778 0.21
30319 0.20
30860 0.19
31401 0.18
31942 0.21
32483 0.22
33024 0.22
33564 0.23
34105 0.22
34646 0.22
35186 0.23
35727 0.21
36268 0.22
36808 0.22
37349 0.23
37890 0.23
38430 0.22
38971 0.21
39512 0.22
40052 0.23
40593 0.22
41134 0.22
41674 0.21
42215 0.21
42756 0.22
43296 0.22
43837 0.23
44378 0.24
44918 0.23
45459 0.22
46000 0.23
46540 0.22
47081 0.23
47622 0.21
48162 0.23
48703 0.23
49244 0.22
49784 0.22
50325 0.22
50866 0.23
51406 0.22
51947 0.22
52488 0.22
53028 0.22
53569 0.22
54110 0.23
54650 0.23
55191 0.22
55732 0.22
56272 0.22
56813 0.22
57354 0.22
57894 0.21
58435 0.21
58976 0.21
59516 0.22
60057 0.23
60598 0.20
61138 0.23
61679 0.22
62220 0.23
62761 0.20
63302 0.22
63843 0.24
64384 0.22
64924 0.22
