10020 162 153 315 0
10080 162 154 316 0
10140 161 154 315 0
10200 161 152 313 0
10260 159 150 309 0
10320 159 153 312 0
10380 160 153 313 0
10440 160 152 312 0
10500 158 151 309 0
10560 159 155 314 0
10620 157 153 310 0
10680 158 153 311 0
10740 158 152 310 0
10800 158 152 310 0
10860 158 152 310 0
10920 158 152 310 0
10980 156 153 309 0
11040 157 152 309 0
11100 157 153 310 0
11160 155 153 308 0
11220 156 155 311 0
11280 155 152 307 0
11340 155 153 308 0
11400 155 153 308 0
11460 155 154 309 0
11520 155 152 307 0
11580 155 153 308 0
11640 156 152 308 0
11700 155 152 307 0
11760 157 151 308 0
11820 155 151 306 0
11880 157 151 308 0
11940 156 150 306 0
12000 155 152 307 0
12060 157 150 307 0
12120 155 149 304 0
12180 155 151 306 0
12240 155 152 307 0
12300 157 152 309 0
12360 156 150 306 0
12420 156 151 307 0
12480 155 152 307 0
12540 155 151 306 0
12600 155 149 304 0
12660 154 150 304 0
12720 155 149 304 0
12780 155 150 305 0
12840 157 151 308 0
12900 155 151 306 0
12960 155 151 306 0
13020 154 151 305 0
13080 155 151 306 0
13140 156 151 307 0
13200 156 150 306 0
13260 156 150 306 0
13320 156 151 307 0
13380 155 151 306 0
13440 154 152 306 0
13500 156 151 307 0
13560 156 151 307 0
13620 157 151 308 0
13680 155 152 307 0
13740 157 151 308 0
13800 156 150 306 0
13860 156 150 306 0
13920 158 152 310 0
13980 156 152 308 0
14040 156 152 308 0
14100 156 152 308 0
14160 155 150 305 0
14220 156 151 307 0
14280 157 153 310 0
14340 156 150 306 0
14400 156 151 307 0
14460 157 151 308 0
14520 155 151 306 0
14580 155 152 307 0
14640 157 151 308 0
14700 156 154 310 0
14760 157 153 310 0
14820 156 153 309 0
14880 157 153 310 0
14940 157 154 311 0
15000 155 152 307 0
15060 159 152 311 0
15120 158 152 310 0
15180 156 154 310 0
15240 155 152 307 0
15300 156 152 308 0
15360 156 154 310 0
15420 158 153 311 0
15480 158 152 310 0
15540 155 153 308 0
15600 156 151 307 0
15660 155 152 307 0
15720 155 152 307 0
15780 155 152 307 0
15840 156 151 307 0
15900 156 150 306 0
15960 156 152 308 0
16020 156 152 308 0
16080 157 153 310 0
16140 156 152 308 0
16200 155 154 309 0
16260 156 152 308 0
16320 156 153 309 0
16380 156 153 309 0
16440 155 154 309 0
16500 156 153 309 0
16560 155 153 308 0
16620 155 154 309 0
16680 155 155 310 0
16740 156 153 309 0
16800 154 153 307 0
16860 153 154 307 0
16920 156 153 309 0
16980 155 152 307 0
17040 155 153 308 0
17100 156 153 309 0
17160 155 151 306 0
17220 156 153 309 0
17280 155 153 308 0
17340 154 153 307 0
17400 154 152 306 0
17460 154 153 307 0
17520 153 154 307 0
17580 155 152 307 0
17640 155 153 308 0
17700 157 153 310 0
17760 157 151 308 0
17820 155 153 308 0
17880 155 153 308 0
17940 155 153 308 0
18000 155 152 307 0
18060 155 150 305 0
18120 155 154 309 0
18180 155 154 309 0
18240 155 154 309 0
18300 155 151 306 0
18360 154 152 306 0
18420 154 153 307 0
18480 155 152 307 0
18540 157 153 310 0
18600 154 152 306 0
18660 156 152 308 0
18720 154 153 307 0
18780 155 153 308 0
18840 155 152 307 0
18900 156 151 307 0
18960 154 152 306 0
19020 155 155 310 0
19080 157 153 310 0
19140 158 153 311 0
19200 157 155 312 0
19260 155 153 308 0
19320 155 153 308 0
19380 156 152 308 0
19440 157 153 310 0
19500 155 152 307 0
19560 155 155 310 0
19620 155 154 309 0
19680 156 154 310 0
19740 156 153 309 0
19800 156 155 311 0
19860 155 155 310 0
19920 155 154 309 0
19980 153 153 306 0
20040 155 153 308 0
20100 157 155 312 0
20160 156 152 308 0
20220 158 155 313 0
20280 157 152 309 0
20340 158 155 313 0
20400 156 155 311 0
20460 155 155 310 0
20520 156 156 312 0
20580 157 156 313 0
20640 156 156 312 0
20700 157 157 314 0
20760 158 155 313 0
20820 157 155 312 0
20880 158 158 316 0
20940 156 156 312 0
21000 157 156 313 0
21060 158 156 314 0
21120 157 157 314 0
21180 160 157 317 0
21240 159 157 316 0
21300 156 156 312 0
21360 156 156 312 0
21420 157 155 312 0
21480 157 158 315 0
21540 157 158 315 0
21600 158 157 315 0
21660 157 158 315 0
21720 159 159 318 0
21780 157 156 313 0
21840 156 157 313 0
21900 157 157 314 0
21960 158 156 314 0
22020 158 157 315 0
22080 157 157 314 0
22140 156 157 313 0
22200 158 157 315 0
22260 158 157 315 0
22320 158 157 315 0
22380 158 157 315 0
22440 157 158 315 0
22500 159 156 315 0
22560 155 155 310 0
22620 158 159 317 0
22680 156 157 313 0
22740 159 159 318 0
22800 158 156 314 0
22860 158 158 316 0
22920 158 156 314 0
22980 158 157 315 0
23040 156 157 313 0
23100 158 158 316 0
23160 158 158 316 0
23220 157 158 315 0
23280 156 157 313 0
23340 159 158 317 0
23400 157 157 314 0
23460 159 158 317 0
23520 157 156 313 0
23580 156 158 314 0
23640 157 157 314 0
23700 159 158 317 0
23760 158 158 316 0
23820 158 159 317 0
23880 158 157 315 0
23940 160 158 318 0
24000 161 156 317 0
24060 159 158 317 0
24120 158 159 317 0
24180 159 156 315 0
24240 159 159 318 0
24300 158 156 314 0
24360 158 157 315 0
24420 157 159 316 0
24480 158 156 314 0
24540 160 158 318 0
24600 159 158 317 0
24660 158 156 314 0
24720 157 158 315 0
24780 159 158 317 0
24840 159 159 318 0
24900 159 158 317 0
24960 158 158 316 0
25020 159 159 318 0
25080 159 159 318 0
25140 160 157 317 0
25200 159 157 316 0
25260 158 158 316 0
25320 158 159 317 0
25380 158 158 316 0
25440 159 158 317 0
25500 159 157 316 0
25560 158 157 315 0
25620 160 159 319 0
25680 159 157 316 0
25740 158 158 316 0
25800 158 156 314 0
25860 157 158 315 0
25920 160 158 318 0
25980 158 156 314 0
26040 159 158 317 0
26100 158 157 315 0
26160 159 156 315 0
26220 158 157 315 0
26280 159 156 315 0
26340 158 159 317 0
26400 157 158 315 0
26460 158 157 315 0
26520 158 157 315 0
26580 159 155 314 0
26640 157 157 314 0
26700 158 156 314 0
26760 158 156 314 0
26820 160 157 317 0
26880 157 156 313 0
26940 160 157 317 0
27000 158 155 313 0
27060 160 156 316 0
27120 159 156 315 0
27180 157 156 313 0
27240 158 156 314 0
27300 159 157 316 0
27360 159 155 314 0
27420 160 155 315 0
27480 157 157 314 0
27540 158 155 313 0
27600 157 156 313 0
27660 158 157 315 0
27720 159 157 316 0
27780 157 156 313 0
27840 157 156 313 0
27900 158 157 315 0
27960 160 155 315 0
28020 157 156 313 0
28080 157 156 313 0
28140 159 156 315 0
28200 158 157 315 0
28260 158 156 314 0
28320 159 155 314 0
28380 158 156 314 0
28440 157 157 314 0
28500 157 157 314 0
28560 160 155 315 0
28620 158 156 314 0
28680 158 155 313 0
28740 158 158 316 0
28800 159 157 316 0
28860 158 156 314 0
28920 159 155 314 0
28980 158 156 314 0
29040 159 155 314 0
29100 159 156 315 0
29160 158 156 314 0
29220 158 157 315 0
29280 158 156 314 0
29340 159 157 316 0
29400 158 155 313 0
29460 157 157 314 0
29520 157 156 313 0
29580 158 158 316 0
29640 157 155 312 0
29700 158 156 314 0
29760 159 156 315 0
29820 158 156 314 0
29880 157 156 313 0
29940 157 155 312 0
30000 156 156 312 0
30060 158 156 314 0
30120 157 157 314 0
30180 156 155 311 0
30240 156 155 311 0
30300 157 157 314 0
30360 156 155 311 0
30420 156 156 312 0
30480 155 155 310 0
30540 154 155 309 0
30600 157 155 312 0
30660 156 156 312 0
30720 156 156 312 0
30780 154 156 310 0
30840 154 155 309 0
30900 155 157 312 0
30960 156 154 310 0
31020 154 156 310 0
31080 155 156 311 0
31140 156 156 312 0
31200 156 157 313 0
31260 157 158 315 0
31320 156 156 312 0
31380 157 156 313 0
31440 156 159 315 0
31500 156 156 312 0
31560 158 157 315 0
31620 156 159 315 0
31680 157 157 314 0
31740 156 157 313 0
31800 157 157 314 0
31860 158 158 316 0
31920 157 157 314 0
31980 157 158 315 0
32040 158 157 315 0
32100 158 159 317 0
32160 157 158 315 0
32220 159 157 316 0
32280 158 157 315 0
32340 158 157 315 0
32400 159 156 315 0
32460 158 157 315 0
32520 157 157 314 0
32580 157 157 314 0
32640 158 158 316 0
32700 158 159 317 0
32760 158 154 312 0
