10020 116 116 232 0
10080 116 117 233 0
10140 115 117 232 0
10200 116 116 232 0
10260 115 117 232 0
10320 115 116 231 0
10380 116 116 232 0
10440 116 116 232 0
10500 116 116 232 0
10560 116 115 231 0
10620 115 116 231 0
10680 115 116 231 0
10740 114 115 229 0
10800 115 116 231 0
10860 115 116 231 0
10920 116 117 233 0
10980 115 117 232 0
11040 115 116 231 0
11100 115 116 231 0
11160 115 116 231 0
11220 116 116 232 0
11280 116 116 232 0
11340 116 116 232 0
11400 116 116 232 0
11460 116 115 231 0
11520 116 116 232 0
11580 116 115 231 0
11640 116 115 231 0
11700 116 116 232 0
11760 117 116 233 0
11820 117 116 233 0
11880 116 116 232 0
11940 116 115 231 0
12000 116 115 231 0
12060 116 116 232 0
12120 116 117 233 0
12180 117 117 234 0
12240 117 116 233 0
12300 117 115 232 0
12360 116 116 232 0
12420 117 115 232 0
12480 117 116 233 0
12540 116 116 232 0
12600 115 116 231 0
12660 118 116 234 0
12720 117 116 233 0
12780 116 115 231 0
12840 117 116 233 0
12900 116 116 232 0
12960 117 116 233 0
13020 116 115 231 0
13080 117 116 233 0
13140 116 116 232 0
13200 117 117 234 0
13260 117 115 232 0
13320 116 116 232 0
13380 117 116 233 0
13440 117 116 233 0
13500 116 115 231 0
13560 116 115 231 0
13620 117 116 233 0
13680 117 116 233 0
13740 117 116 233 0
13800 116 115 231 0
13860 117 115 232 0
13920 117 116 233 0
13980 117 117 234 0
14040 116 116 232 0
14100 117 116 233 0
14160 117 118 235 0
14220 118 117 235 0
14280 117 116 233 0
14340 118 117 235 0
14400 117 116 233 0
14460 117 116 233 0
14520 115 115 230 0
14580 116 116 232 0
14640 117 116 233 0
14700 116 115 231 0
14760 117 116 233 0
14820 117 115 232 0
14880 116 116 232 0
14940 117 116 233 0
15000 116 115 231 0
15060 116 115 231 0
15120 116 117 233 0
15180 117 115 232 0
15240 118 117 235 0
15300 117 116 233 0
15360 118 118 236 0
15420 116 116 232 0
15480 114 116 230 0
15540 116 117 233 0
15600 116 116 232 0
15660 117 117 234 0
15720 118 117 235 0
15780 117 118 235 0
15840 117 116 233 0
15900 116 118 234 0
15960 116 117 233 0
16020 116 117 233 0
16080 117 116 233 0
16140 116 116 232 0
16200 116 116 232 0
16260 117 116 233 0
16320 116 117 233 0
16380 115 116 231 0
