240 0.01
808 0.02
1400 0.03
2032 0.04
2668 0.07
3312 0.11
3956 0.15
4596 0.19
5236 0.23
5876 0.27
6532 0.31
7188 0.34
7828 0.36
8476 0.37
9116 0.37
9772 0.37
10420 0.35
11100 0.32
11804 0.28
12828 0.22
13844 0.18
14872 0.12
15888 0.08
16912 0.05
17928 0.03
18952 0.02
19968 0.02
20992 0.03
22004 0.06
23028 0.13
24044 0.19
25068 0.25
26084 0.31
27108 0.37
28124 0.40
29148 0.40
30164 0.39
31188 0.35
32204 0.28
33228 0.22
34244 0.17
35272 0.12
36288 0.08
37312 0.05
38328 0.03
39352 0.02
40368 0.02
41392 0.04
42408 0.08
43432 0.12
44444 0.16
45472 0.22
46484 0.28
47508 0.33
48524 0.36
49548 0.36
50564 0.34
51588 0.28
52604 0.22
53628 0.18
54644 0.14
55672 0.11
56684 0.07
57712 0.04
58728 0.03
59752 0.03
60768 0.03
61788 0.06
62808 0.11
63828 0.15
64848 0.20
65868 0.26
66884 0.32
67908 0.36
68924 0.37
69948 0.36
70964 0.33
71988 0.27
73004 0.22
74028 0.16
75048 0.12
76072 0.08
77088 0.05
78112 0.03
79128 0.02
80152 0.01
81168 0.02
82192 0.05
83208 0.09
84232 0.12
85244 0.18
86268 0.24
87284 0.30
88308 0.34
89324 0.35
90348 0.34
91364 0.30
92388 0.24
93408 0.18
94428 0.14
95448 0.10
96468 0.07
97488 0.04
98512 0.02
99528 0.01
100552 0.01
101656 0.03
102756 0.07
103860 0.13
104964 0.21
106068 0.27
107172 0.34
108276 0.38
109388 0.38
110492 0.36
111596 0.31
112700 0.24
113804 0.17
114912 0.12
116012 0.08
117120 0.04
118232 0.03
