21 0.15
542 0.18
1063 0.19
1584 0.17
2104 0.22
2625 0.18
3146 0.15
3667 0.22
4188 0.20
4708 0.23
5229 0.18
5750 0.17
6272 0.21
6792 0.18
7312 0.23
7833 0.17
8354 0.22
8875 0.18
9395 0.17
9915 0.22
10436 0.19
10957 0.22
11478 0.22
11998 0.22
12518 0.18
13039 0.21
13560 0.19
14081 0.20
14601 0.19
15121 0.19
15642 0.18
16163 0.19
16684 0.21
17204 0.17
17724 0.21
18245 0.21
18766 0.21
19287 0.21
19807 0.18
20327 0.19
20848 0.22
21369 0.19
21890 0.18
22410 0.22
22930 0.18
23451 0.22
23972 0.22
24493 0.18
25013 0.20
25533 0.18
26054 0.19
26575 0.23
27096 0.20
27616 0.20
28136 0.22
28657 0.18
29178 0.20
29699 0.19
30219 0.21
30739 0.18
31260 0.19
31781 0.22
32302 0.20
32822 0.18
33342 0.19
33863 0.23
34384 0.18
34905 0.20
35425 0.23
35945 0.19
36466 0.21
36987 0.20
37508 0.21
38028 0.23
38549 0.22
39070 0.22
39591 0.19
40112 0.18
40632 0.24
41153 0.17
41674 0.21
42195 0.17
42716 0.21
43236 0.18
43757 0.22
44278 0.19
44800 0.21
45320 0.20
45840 0.21
46361 0.18
46882 0.21
47403 0.20
47923 0.18
48443 0.20
48964 0.21
49485 0.18
50006 0.18
50526 0.18
51046 0.20
51567 0.22
52088 0.20
52609 0.18
53129 0.22
53649 0.22
54170 0.21
54691 0.22
55212 0.18
55732 0.21
56252 0.18
56773 0.19
57294 0.21
57815 0.23
58335 0.21
58855 0.21
59376 0.18
59897 0.19
60418 0.19
60938 0.23
61458 0.22
61979 0.17
62500 0.20
63021 0.19
63541 0.19
